Comando,Posicao,Direcao,Sensor Esquerdo,Sensor Frente,Sensor Direito,Compartimento
INFO,"(17, 0)",1,Iniciando busca pelo humano,SEM CARGA
A,"(17, 1)",1,VAZIO,PAREDE,PAREDE,VAZIO,SEM CARGA
G,"(17, 1)",2,VAZIO,PAREDE,PAREDE,VAZIO,SEM CARGA
G,"(17, 1)",3,VAZIO,PAREDE,PAREDE,VAZIO,SEM CARGA
G,"(17, 1)",0,VAZIO,PAREDE,PAREDE,VAZIO,SEM CARGA
A,"(16, 1)",0,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(15, 1)",0,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(14, 1)",0,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(13, 1)",0,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(12, 1)",0,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(11, 1)",0,VAZIO,VAZIO,VAZIO,PAREDE,SEM CARGA
A,"(10, 1)",0,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(9, 1)",0,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(8, 1)",0,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(7, 1)",0,VAZIO,VAZIO,VAZIO,PAREDE,SEM CARGA
A,"(6, 1)",0,HUMANO,PAREDE,VAZIO,PAREDE,SEM CARGA
P,"(6, 1)",0,VAZIO,PAREDE,VAZIO,PAREDE,COM HUMANO
INFO,"(6, 1)",0,Humano coletado,COM HUMANO
INFO,"(6, 1)",0,"Humano coletado, retornando a saida",COM HUMANO
INFO,"(6, 1)",0,"Iniciando execucao do caminho: [(6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (17, 0)]",SEM CARGA
G,"(6, 1)",1,VAZIO,PAREDE,VAZIO,PAREDE,COM HUMANO
G,"(6, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,COM HUMANO
A,"(7, 1)",2,VAZIO,VAZIO,VAZIO,PAREDE,COM HUMANO
A,"(8, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,COM HUMANO
A,"(9, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,COM HUMANO
A,"(10, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,COM HUMANO
A,"(11, 1)",2,VAZIO,VAZIO,VAZIO,PAREDE,COM HUMANO
A,"(12, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,COM HUMANO
A,"(13, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,COM HUMANO
A,"(14, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,COM HUMANO
A,"(15, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,COM HUMANO
A,"(16, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,COM HUMANO
A,"(17, 1)",2,VAZIO,PAREDE,PAREDE,VAZIO,COM HUMANO
G,"(17, 1)",3,VAZIO,PAREDE,PAREDE,VAZIO,COM HUMANO
A,"(17, 0)",3,PAREDE,VAZIO,PAREDE,PAREDE,COM HUMANO
E,"(17, 0)",3,PAREDE,VAZIO,PAREDE,PAREDE,SEM CARGA
