Comando,Posicao,Direcao,Sensor Esquerdo,Sensor Frente,Sensor Direito,Compartimento
INFO,"(1, 1)",3,Iniciando busca pelo humano,SEM CARGA
G,"(9, 8)",1,VAZIO,VAZIO,PAREDE,PAREDE,SEM CARGA
A,"(9, 9)",1,PAREDE,VAZIO,PAREDE,VAZIO,SEM CARGA
A,"(9, 10)",1,PAREDE,PAREDE,VAZIO,VAZIO,SEM CARGA
G,"(9, 10)",2,PAREDE,PAREDE,VAZIO,VAZIO,SEM CARGA
A,"(10, 10)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(11, 10)",2,VAZIO,PAREDE,PAREDE,VAZIO,SEM CARGA
G,"(11, 10)",3,VAZIO,PAREDE,PAREDE,VAZIO,SEM CARGA
A,"(11, 9)",3,PAREDE,VAZIO,PAREDE,VAZIO,SEM CARGA
A,"(11, 8)",3,PAREDE,VAZIO,PAREDE,VAZIO,SEM CARGA
A,"(11, 7)",3,PAREDE,VAZIO,PAREDE,VAZIO,SEM CARGA
A,"(11, 6)",3,PAREDE,VAZIO,PAREDE,VAZIO,SEM CARGA
A,"(11, 5)",3,PAREDE,VAZIO,PAREDE,VAZIO,SEM CARGA
A,"(11, 4)",3,PAREDE,VAZIO,PAREDE,VAZIO,SEM CARGA
A,"(11, 3)",3,PAREDE,VAZIO,PAREDE,VAZIO,SEM CARGA
A,"(11, 2)",3,PAREDE,VAZIO,PAREDE,HUMANO,SEM CARGA
P,"(11, 2)",3,PAREDE,VAZIO,PAREDE,VAZIO,COM HUMANO
INFO,"(11, 2)",3,Humano coletado,COM HUMANO
INFO,"(11, 2)",3,"Humano coletado, retornando a saida",COM HUMANO
ERRO,"(11, 2)",3,'NoneType' object is not subscriptable,COM HUMANO
