Comando,Posicao,Direcao,Sensor Esquerdo,Sensor Frente,Sensor Direito,Compartimento
INFO,"(1, 1)",3,Iniciando busca pelo humano,SEM CARGA
G,"(1, 1)",0,PAREDE,PAREDE,VAZIO,PAREDE,SEM CARGA
G,"(1, 1)",1,PAREDE,PAREDE,VAZIO,PAREDE,SEM CARGA
G,"(1, 1)",2,PAREDE,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(2, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(3, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(4, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(5, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(6, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(7, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(8, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(9, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(10, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(11, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(12, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(13, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(14, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,SEM CARGA
A,"(15, 1)",2,VAZIO,PAREDE,HUMANO,PAREDE,SEM CARGA
P,"(15, 1)",2,VAZIO,PAREDE,VAZIO,PAREDE,COM HUMANO
INFO,"(15, 1)",2,Humano coletado,COM HUMANO
INFO,"(15, 1)",2,"Humano coletado, retornando a saida",COM HUMANO
ERRO,"(15, 1)",2,'NoneType' object is not subscriptable,COM HUMANO
